player_id,code,gameweek,fixture_id,name,web_name,element_type,selected_by_percent,value,team_id,opponent_id,h_a,kickoff_time,team_score,opponent_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,total_points,xG,xA,xGI,xGC,DefCon,ict_index,influence,creativity,threat,in_dreamteam,status,news,corners_indirect_freekicks_order,direct_freekicks_order,penalties_order
1,154561,17,164,David Raya Martín,Raya,1,33.9,6.0,1,9,Away,2025-12-20T20:00:00Z,1,0,90,0,0,1,0,0,0,1,28,7,0.00,0.00,0.00,0.20,0,1.7,16.6,0.0,0.0,False,a,,,,
2,109745,17,164,Kepa Arrizabalaga Revuelta,Arrizabalaga,1,0.4,4.0,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
3,463748,17,164,Karl Hein,Hein,1,0.2,4.0,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,Has joined Werder Bremen on loan for the rest of the season.,,,
4,551221,17,164,Tommy Setford,Setford,1,0.2,3.9,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
5,226597,17,164,Gabriel dos Santos Magalhães,Gabriel,2,43.2,7.1,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
6,462424,17,164,William Saliba,Saliba,2,14.3,6.1,1,9,Away,2025-12-20T20:00:00Z,1,0,90,0,0,1,0,0,0,0,27,6,0.00,0.02,0.02,0.20,6,1.8,17.0,1.4,0.0,False,a,,,,
7,466075,17,164,Riccardo Calafiori,Calafiori,2,5.9,5.6,1,9,Away,2025-12-20T20:00:00Z,1,0,90,0,0,1,0,0,0,0,25,6,0.00,0.03,0.03,0.20,7,2.1,16.0,4.5,0.0,False,d,Knock - 75% chance of playing,,,
8,445122,17,164,Jurriën Timber,J.Timber,2,19.7,6.1,1,9,Away,2025-12-20T20:00:00Z,1,0,90,0,0,1,0,0,0,0,26,6,0.46,0.07,0.53,0.20,3,4.3,9.0,13.3,21.0,False,i,Ankle injury - Unknown return date,,,
9,440854,17,164,Jakub Kiwior,Kiwior,2,0.0,5.4,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Porto on loan for the rest of the season.,,,
10,499169,17,164,Myles Lewis-Skelly,Lewis-Skelly,2,1.4,5.0,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
11,198869,17,164,Benjamin White,White,2,0.5,5.1,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
12,206325,17,165,Oleksandr Zinchenko,Zinchenko,2,0.2,4.9,16,10,Away,2025-12-22T20:00:00Z,0,1,9,0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.31,1,0.3,2.4,0.8,0.0,False,u,has joined Ajax permanently.,,,
13,563324,17,164,Brayden Clarke,Clarke,2,0.4,3.7,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
14,588793,17,164,Maldini Kacurri,Kacurri,2,0.1,3.9,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Morecambe on loan for the rest of the season.,,,
15,499167,17,164,Josh Nichols,Nichols,2,0.2,3.7,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
16,223340,17,164,Bukayo Saka,Saka,3,7.0,9.8,1,9,Away,2025-12-20T20:00:00Z,1,0,90,0,0,1,0,0,0,0,17,3,0.29,0.06,0.35,0.20,6,6.8,16.0,19.9,32.0,False,d,Achilles injury - 75% chance of playing,2.0,2.0,1.0
17,184029,17,164,Martin Ødegaard,Ødegaard,3,1.6,7.8,1,9,Away,2025-12-20T20:00:00Z,1,0,87,0,0,1,0,0,0,0,12,3,0.00,0.16,0.16,0.20,1,7.3,12.0,56.8,4.0,False,a,,4.0,,3.0
18,248857,17,164,Noni Madueke,Madueke,3,0.8,6.8,1,9,Away,2025-12-20T20:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,3.0,,
