player_id,code,gameweek,fixture_id,name,web_name,element_type,selected_by_percent,value,team_id,opponent_id,h_a,kickoff_time,team_score,opponent_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,total_points,xG,xA,xGI,xGC,DefCon,ict_index,influence,creativity,threat,in_dreamteam,status,news,corners_indirect_freekicks_order,direct_freekicks_order,penalties_order
1,154561,6,58,David Raya Martín,Raya,1,33.9,6.0,1,15,Away,2025-09-28T15:30:00Z,2,1,90,0,0,0,1,0,0,0,11,2,0.00,0.01,0.01,0.61,0,1.6,15.8,0.0,0.0,False,a,,,,
2,109745,6,58,Kepa Arrizabalaga Revuelta,Arrizabalaga,1,0.4,4.0,1,15,Away,2025-09-28T15:30:00Z,2,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
3,463748,6,58,Karl Hein,Hein,1,0.2,4.0,1,15,Away,2025-09-28T15:30:00Z,2,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,Has joined Werder Bremen on loan for the rest of the season.,,,
4,551221,6,58,Tommy Setford,Setford,1,0.2,3.9,1,15,Away,2025-09-28T15:30:00Z,2,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
5,226597,6,58,Gabriel dos Santos Magalhães,Gabriel,2,43.2,7.1,1,15,Away,2025-09-28T15:30:00Z,2,1,90,1,0,0,1,0,0,3,34,13,0.22,0.02,0.24,0.61,19,11.2,76.8,2.5,33.0,True,a,,,,
6,462424,6,58,William Saliba,Saliba,2,14.3,6.1,1,15,Away,2025-09-28T15:30:00Z,2,1,45,0,0,0,0,0,0,0,8,1,0.00,0.07,0.07,0.20,1,1.9,5.4,11.8,2.0,False,a,,,,
7,466075,6,58,Riccardo Calafiori,Calafiori,2,5.9,5.6,1,15,Away,2025-09-28T15:30:00Z,2,1,69,0,0,0,1,1,0,0,0,1,0.10,0.04,0.14,0.53,3,3.0,3.6,16.8,10.0,False,d,Knock - 75% chance of playing,,,
8,445122,6,58,Jurriën Timber,J.Timber,2,19.7,6.1,1,15,Away,2025-09-28T15:30:00Z,2,1,90,0,0,0,1,0,0,0,10,2,0.53,0.21,0.74,0.61,6,8.8,24.6,38.2,25.0,False,i,Ankle injury - Unknown return date,,,
9,440854,6,58,Jakub Kiwior,Kiwior,2,0.0,5.4,1,15,Away,2025-09-28T15:30:00Z,2,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Porto on loan for the rest of the season.,,,
10,499169,6,58,Myles Lewis-Skelly,Lewis-Skelly,2,1.4,5.0,1,15,Away,2025-09-28T15:30:00Z,2,1,2,0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.04,0,0.2,0.0,0.9,2.0,False,a,,,,
