player_id,code,gameweek,fixture_id,name,web_name,element_type,selected_by_percent,value,team_id,opponent_id,h_a,kickoff_time,team_score,opponent_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,total_points,xG,xA,xGI,xGC,DefCon,ict_index,influence,creativity,threat,in_dreamteam,status,news,corners_indirect_freekicks_order,direct_freekicks_order,penalties_order
1,154561,13,123,David Raya Martín,Raya,1,33.9,6.0,1,7,Away,2025-11-30T16:30:00Z,1,1,90,0,0,0,1,0,0,0,12,3,0.00,0.00,0.00,0.79,0,2.0,20.0,0.0,0.0,False,a,,,,
2,109745,13,123,Kepa Arrizabalaga Revuelta,Arrizabalaga,1,0.4,4.0,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
3,463748,13,123,Karl Hein,Hein,1,0.2,4.0,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,Has joined Werder Bremen on loan for the rest of the season.,,,
4,551221,13,123,Tommy Setford,Setford,1,0.2,3.9,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
5,226597,13,123,Gabriel dos Santos Magalhães,Gabriel,2,43.2,7.1,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
6,462424,13,123,William Saliba,Saliba,2,14.3,6.1,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
7,466075,13,123,Riccardo Calafiori,Calafiori,2,5.9,5.6,1,7,Away,2025-11-30T16:30:00Z,1,1,45,0,0,0,0,1,0,0,5,0,0.00,0.01,0.01,0.31,9,1.6,15.0,1.2,0.0,False,d,Knock - 75% chance of playing,,,
8,445122,13,123,Jurriën Timber,J.Timber,2,19.7,6.1,1,7,Away,2025-11-30T16:30:00Z,1,1,90,0,0,0,1,0,0,0,8,2,0.30,0.03,0.33,0.79,6,1.9,10.2,3.1,6.0,False,i,Ankle injury - Unknown return date,,,
9,440854,13,123,Jakub Kiwior,Kiwior,2,0.0,5.4,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Porto on loan for the rest of the season.,,,
10,499169,13,123,Myles Lewis-Skelly,Lewis-Skelly,2,1.4,5.0,1,7,Away,2025-11-30T16:30:00Z,1,1,45,0,0,0,1,1,0,0,-1,0,0.00,0.02,0.02,0.48,3,0.3,0.4,2.2,0.0,False,a,,,,
11,198869,13,123,Benjamin White,White,2,0.5,5.1,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
12,206325,13,127,Oleksandr Zinchenko,Zinchenko,2,0.2,4.9,16,6,Home,2025-11-30T14:05:00Z,0,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Ajax permanently.,,,
13,563324,13,123,Brayden Clarke,Clarke,2,0.4,3.7,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
14,588793,13,123,Maldini Kacurri,Kacurri,2,0.1,3.9,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Morecambe on loan for the rest of the season.,,,
15,499167,13,123,Josh Nichols,Nichols,2,0.2,3.7,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
16,223340,13,123,Bukayo Saka,Saka,3,7.0,9.8,1,7,Away,2025-11-30T16:30:00Z,1,1,90,0,1,0,1,0,0,0,21,5,0.19,0.58,0.77,0.79,4,6.6,22.0,16.6,27.0,False,d,Achilles injury - 75% chance of playing,2.0,2.0,1.0
17,184029,13,123,Martin Ødegaard,Ødegaard,3,1.6,7.8,1,7,Away,2025-11-30T16:30:00Z,1,1,33,0,0,0,0,0,0,0,3,1,0.00,0.04,0.04,0.27,2,0.4,1.4,2.8,0.0,False,a,,4.0,,3.0
18,248857,13,123,Noni Madueke,Madueke,3,0.8,6.8,1,7,Away,2025-11-30T16:30:00Z,1,1,33,0,0,0,0,0,0,0,2,1,0.00,0.03,0.03,0.27,0,0.6,0.0,2.1,4.0,False,a,,3.0,,
19,444145,13,123,Gabriel Martinelli Silva,Martinelli,3,0.9,6.8,1,7,Away,2025-11-30T16:30:00Z,1,1,56,0,0,0,1,0,0,0,3,1,0.11,0.01,0.12,0.52,0,1.3,2.2,1.3,9.0,False,a,,,,
20,116216,13,123,Leandro Trossard,Trossard,3,0.8,6.5,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,4.0
21,204480,13,123,Declan Rice,Rice,3,24.5,7.2,1,7,Away,2025-11-30T16:30:00Z,1,1,90,0,0,0,1,0,0,0,16,4,0.00,0.07,0.07,0.79,12,4.7,28.0,19.3,0.0,False,a,,1.0,1.0,
22,195384,13,123,Mikel Merino Zazón,Merino,3,0.8,5.4,1,7,Away,2025-11-30T16:30:00Z,1,1,90,1,0,0,1,0,0,2,28,9,0.65,0.02,0.67,0.79,4,7.2,34.2,2.3,35.0,False,i,Foot injury - Unknown return date,,,
23,438098,13,123,Fábio Ferreira Vieira,Fábio Vieira,3,0.0,5.4,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Hamburger on loan for the rest of the season.,,,
24,128295,13,123,Christian Nørgaard,Nørgaard,3,0.1,5.1,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
25,499175,13,123,Ethan Nwaneri,Nwaneri,3,0.1,5.0,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Marseille on loan for the rest of the season.,,,
26,481655,13,123,Martín Zubimendi Ibáñez,Zubimendi,3,3.1,5.0,1,7,Away,2025-11-30T16:30:00Z,1,1,56,0,0,0,1,1,0,0,1,0,0.00,0.01,0.01,0.52,4,1.4,2.2,11.4,0.0,False,a,,,,
27,200641,13,122,Reiss Nelson,Nelson,3,0.1,4.8,5,3,Home,2025-11-29T15:00:00Z,3,1,15,0,0,0,1,0,0,0,3,1,0.00,0.00,0.00,0.80,4,0.7,7.2,0.2,0.0,False,a,,,,
28,588796,13,123,Ismeal Kabia,Kabia,3,0.1,4.5,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Shrewsbury Town on loan for the rest of the season.,,,
29,437742,13,123,Albert Sambi Lokonga,Sambi,3,0.0,4.5,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Hamburger permanently.,,,
30,219847,13,123,Kai Havertz,Havertz,4,0.8,7.3,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
31,205651,13,123,Gabriel Fernando de Jesus,G.Jesus,4,0.3,6.4,1,7,Away,2025-11-30T16:30:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
32,98980,13,121,Emiliano Martínez Romero,Martinez,1,4.8,5.1,2,20,Home,2025-11-30T14:05:00Z,1,0,90,0,0,1,0,0,0,0,30,7,0.00,0.00,0.00,0.49,0,3.1,31.4,0.0,0.0,False,a,,,,
