player_id,code,gameweek,fixture_id,name,web_name,element_type,selected_by_percent,value,team_id,opponent_id,h_a,kickoff_time,team_score,opponent_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,total_points,xG,xA,xGI,xGC,DefCon,ict_index,influence,creativity,threat,in_dreamteam,status,news,corners_indirect_freekicks_order,direct_freekicks_order,penalties_order
1,154561,3,25,David Raya Martín,Raya,1,33.9,6.0,1,12,Away,2025-08-31T15:30:00Z,0,1,90,0,0,0,1,0,0,0,12,2,0.00,0.02,0.02,0.52,0,3.0,20.0,10.0,0.0,False,a,,,,
2,109745,3,25,Kepa Arrizabalaga Revuelta,Arrizabalaga,1,0.4,4.0,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
3,463748,3,25,Karl Hein,Hein,1,0.2,4.0,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,Has joined Werder Bremen on loan for the rest of the season.,,,
4,551221,3,25,Tommy Setford,Setford,1,0.2,3.9,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
5,226597,3,25,Gabriel dos Santos Magalhães,Gabriel,2,43.2,7.1,1,12,Away,2025-08-31T15:30:00Z,0,1,90,0,0,0,1,0,0,0,8,2,0.02,0.01,0.03,0.52,7,1.9,15.4,1.4,2.0,False,a,,,,
6,462424,3,25,William Saliba,Saliba,2,14.3,6.1,1,12,Away,2025-08-31T15:30:00Z,0,1,4,0,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,3,0.3,3.0,0.0,0.0,False,a,,,,
7,466075,3,25,Riccardo Calafiori,Calafiori,2,5.9,5.6,1,12,Away,2025-08-31T15:30:00Z,0,1,90,0,0,0,1,0,0,0,9,2,0.13,0.01,0.14,0.52,7,2.3,9.8,1.9,11.0,False,d,Knock - 75% chance of playing,,,
8,445122,3,25,Jurriën Timber,J.Timber,2,19.7,6.1,1,12,Away,2025-08-31T15:30:00Z,0,1,90,0,0,0,1,0,0,0,7,2,0.09,0.05,0.14,0.52,7,3.5,11.4,12.4,11.0,False,i,Ankle injury - Unknown return date,,,
9,440854,3,25,Jakub Kiwior,Kiwior,2,0.0,5.4,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Porto on loan for the rest of the season.,,,
10,499169,3,25,Myles Lewis-Skelly,Lewis-Skelly,2,1.4,5.0,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
11,198869,3,25,Benjamin White,White,2,0.5,5.1,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
12,206325,3,25,Oleksandr Zinchenko,Zinchenko,2,0.2,4.9,16,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Ajax permanently.,,,
13,563324,3,25,Brayden Clarke,Clarke,2,0.4,3.7,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
14,588793,3,25,Maldini Kacurri,Kacurri,2,0.1,3.9,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Morecambe on loan for the rest of the season.,,,
15,499167,3,25,Josh Nichols,Nichols,2,0.2,3.7,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
16,223340,3,25,Bukayo Saka,Saka,3,7.0,9.8,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,d,Achilles injury - 75% chance of playing,2.0,2.0,1.0
17,184029,3,25,Martin Ødegaard,Ødegaard,3,1.6,7.8,1,12,Away,2025-08-31T15:30:00Z,0,1,20,0,0,0,1,0,0,0,3,1,0.00,0.01,0.01,0.25,1,0.6,1.4,2.2,2.0,False,a,,4.0,,3.0
18,248857,3,25,Noni Madueke,Madueke,3,0.8,6.8,1,12,Away,2025-08-31T15:30:00Z,0,1,88,0,0,0,1,0,0,0,5,2,0.14,0.03,0.17,0.40,2,3.9,0.0,1.6,38.0,False,a,,3.0,,
19,444145,3,25,Gabriel Martinelli Silva,Martinelli,3,0.9,6.8,1,12,Away,2025-08-31T15:30:00Z,0,1,69,0,0,1,0,0,0,0,9,3,0.00,0.00,0.00,0.28,3,0.8,1.4,0.4,6.0,False,a,,,,
20,116216,3,25,Leandro Trossard,Trossard,3,0.8,6.5,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,4.0
21,204480,3,25,Declan Rice,Rice,3,24.5,7.2,1,12,Away,2025-08-31T15:30:00Z,0,1,90,0,0,0,1,0,0,0,13,4,0.02,0.10,0.12,0.52,13,3.9,13.2,22.7,3.0,False,a,,1.0,1.0,
22,195384,3,25,Mikel Merino Zazón,Merino,3,0.8,5.4,1,12,Away,2025-08-31T15:30:00Z,0,1,69,0,0,1,0,0,0,0,6,3,0.00,0.02,0.02,0.28,5,0.8,5.2,2.3,0.0,False,i,Foot injury - Unknown return date,,,
23,438098,3,25,Fábio Ferreira Vieira,Fábio Vieira,3,0.0,5.4,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Hamburger on loan for the rest of the season.,,,
24,128295,3,25,Christian Nørgaard,Nørgaard,3,0.1,5.1,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,a,,,,
25,499175,3,25,Ethan Nwaneri,Nwaneri,3,0.1,5.0,1,12,Away,2025-08-31T15:30:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0,0.0,0.0,0.0,False,u,has joined Marseille on loan for the rest of the season.,,,
